track_id,forecast_time,valid_time_est,lead_time,center_lat,center_lon,cone_radius_km,estimated_population_exposed,risk_score,region_proxy
FUNG-WONG,2025-11-07 00:00:00+00:00,2025-11-07 06:00:00+00:00,6,12.019607843137257,136.8392156862745,156.322581139847,479795.8450902189,69.8186741231295,R_10_31
FUNG-WONG,2025-11-06 18:00:00+00:00,2025-11-07 06:00:00+00:00,12,12.15294117647059,136.8313725490196,169.8057409641361,492478.16485615075,69.87231300914793,R_10_31
FUNG-WONG,2025-11-06 06:00:00+00:00,2025-11-07 06:00:00+00:00,24,12.206122448979592,137.16938775510204,214.6056373944414,640981.9324109283,70.75323257655704,R_10_31
KALMAEGI,2025-11-07 00:00:00+00:00,2025-11-07 06:00:00+00:00,6,15.44313725490196,105.32549019607843,109.7939691968512,545979.8125033615,67.85465176405134,R_10_28
KALMAEGI,2025-11-06 18:00:00+00:00,2025-11-07 06:00:00+00:00,12,15.331372549019608,105.22156862745098,127.5337798400736,835679.739117161,69.15297511742311,R_10_28
KALMAEGI,2025-11-06 06:00:00+00:00,2025-11-07 06:00:00+00:00,24,15.678431372549024,105.37843137254902,136.93039443116766,848979.7688525578,69.08289590443101,R_10_28
KALMAEGI,2025-11-05 06:00:00+00:00,2025-11-07 06:00:00+00:00,48,15.482000000000005,105.90800000000002,195.68852712011645,1271859.5165672023,70.52170195502765,R_10_28
KALMAEGI,2025-11-04 06:00:00+00:00,2025-11-07 06:00:00+00:00,72,15.023529411764708,106.79411764705884,312.392971228096,1897299.384887569,71.95650997950965,R_10_28
KALMAEGI,2025-11-03 06:00:00+00:00,2025-11-07 06:00:00+00:00,96,15.164,106.55600000000004,328.24716820907025,1814054.53677362,71.76169874583364,R_10_28
FUNG-WONG,2025-11-07 06:00:00+00:00,2025-11-07 12:00:00+00:00,6,12.250980392156862,135.078431372549,148.33338605032156,468576.735850291,69.6665006279711,R_10_31
FUNG-WONG,2025-11-07 00:00:00+00:00,2025-11-07 12:00:00+00:00,12,12.445098039215685,135.35490196078433,164.66537905503134,517469.4865666033,69.89685492548075,R_10_31
FUNG-WONG,2025-11-06 12:00:00+00:00,2025-11-07 12:00:00+00:00,24,12.641176470588237,135.49019607843138,192.00462842223635,612527.3000057251,70.37543103986859,R_10_31
KALMAEGI,2025-11-07 06:00:00+00:00,2025-11-07 12:00:00+00:00,6,15.690196078431372,103.91176470588238,115.3636970178862,545659.6132948895,67.53113317903757,R_10_28
